leagueId,queueType,tier,rank,summonerId,summonerName,leaguePoints,wins,losses,veteran,inactive,freshBlood,hotStreak,puuid
61279367-76f2-34fe-aa72-386a19a90053,RANKED_SOLO_5x5,CHALLENGER,I,oMe8xpXahTZEVIElT6SN80BTa2UPkvWs3-gbleXZ8wx7Ox0,frosty,1908,214,151,True,False,False,False,dobcFjMdScI2VsSaqr8SIIc-4gLafx-qmdEwP45Qm-hOPkVIhEP7Wwvq9rNFxZ9NZyNSoA1Xo0qoAQ
61279367-76f2-34fe-aa72-386a19a90053,RANKED_SOLO_5x5,CHALLENGER,I,iWs_XHNMQHNf0ofFqWOiirYcxh1r90yVgZZ1IDw_dH8sj-i_pkLQEg4I0g,FURIA Ayu,1906,149,95,True,False,False,False,IzjFQWI5jxL8gV_hY6mJ2KGPIpYGTmwtu67B-FPNsLFw5R0bPf5iwohdgRioveL3F__1bOTgALy00A
61279367-76f2-34fe-aa72-386a19a90053,RANKED_SOLO_5x5,CHALLENGER,I,1IHjZOFkFSBMwBzKnrzfIUKK74RuoPg4SiRIfNurHId4Re0,Hugatin,1736,141,92,True,False,False,False,rjZxZQEkXegwcdkuqQ8bqdb67U-AILObjLaEwUicnGVLmI2Ppp7kLNXO4Y7446L5eIS5k9IeG7s3yw
61279367-76f2-34fe-aa72-386a19a90053,RANKED_SOLO_5x5,CHALLENGER,I,XfCU7vQVC3EE8LN-vOiVqVJUBqYYyzVcg7sfj9L8UAGWz3k,Tutsz,1721,213,165,True,False,False,False,Q6H4ALKdhPtAuY5mbYnb8sGJH3cs5SL3_ayZNnqVS5OT_MRteqo2P3bCGv8KX6gBh7c08sm1_r2dCQ
61279367-76f2-34fe-aa72-386a19a90053,RANKED_SOLO_5x5,CHALLENGER,I,1gBJyh-HulsRlX8wy3GnqFJB8bH5bAknq9rVSJpZ2pES7ZVVUHTSW5OKuA,Bvoy3,1640,142,85,True,False,False,False,pYfSgpPZ-aWEgVwoqT6SViee40u0Mw9Uz4Sg0M0SY8O3JdYIfCJcUa3bYb2ZvYB5nfKHHOZxT9MXgA
61279367-76f2-34fe-aa72-386a19a90053,RANKED_SOLO_5x5,CHALLENGER,I,FFaiOj12ma3a6RGPxO2u6BJfR1w03R1Mst6A3vTmi0nWLQ,RED Morttheus,1612,189,147,True,False,False,False,6WPik2mVbEO5PKTtBIb8YtTs7S2cTZCbSjv4Awc30vxvq1Rd7N-FIE8cigmI5noNj9ASBMgYFHCfTw
61279367-76f2-34fe-aa72-386a19a90053,RANKED_SOLO_5x5,CHALLENGER,I,9OstOpBEhBWHhXt0pZFzfmTCxd-obePr0wepZ5dKxaSs,TitaN,1530,189,142,True,False,False,False,Yaqf3VZHn0L7lL5BEHjHRkWl7kR5zEAZQGbwMC8jl6qCMBkjfnZypbPGH-S72o5oiNGzvA-cQvZB7Q
61279367-76f2-34fe-aa72-386a19a90053,RANKED_SOLO_5x5,CHALLENGER,I,RXIVtZ9UE-M3DWGHbDF9MW4rm4v_ERKgwGx37QfHE6ZR2A,fu09nfn8yu0f0e,1524,204,143,True,False,False,False,8Trqxbm6QqrH4bfusEhLv773ObWfj284_OR0-3T5uOZjZ7sSJB3j2y74lFHAv_f6f8rbUMRnYSPHfA
61279367-76f2-34fe-aa72-386a19a90053,RANKED_SOLO_5x5,CHALLENGER,I,hh2qSzNblGXKZcqLATzMLiPx3f10zjl8KY1pgNE0QdWpAu0,scuro,1506,223,185,True,False,False,False,eVewsT5xIoG4nhN73CzNbtq3mkORhsKQ8paLtyyB2LH9KN5lGskpe_4mHi-EZ7yzBlIsUd-1EpMN2A
61279367-76f2-34fe-aa72-386a19a90053,RANKED_SOLO_5x5,CHALLENGER,I,fkr22dIySBk1-a58THpziiETytLNb8aWF2rUT1fLR9ZlaII,ASTROTHUNDER8,1506,137,90,True,False,False,False,IrZzGazd7VyZLNi5h8vX99Z6cxlg4zQM-nB-17Ap51uzEAYySBj1LeM1tsln42p7rhgs3K5D4yCYEQ
61279367-76f2-34fe-aa72-386a19a90053,RANKED_SOLO_5x5,CHALLENGER,I,QHNuPOW0IkEptoE-vHoTxo5U24SjlhTvNPU4JJo7lDOatQ,ProDelta,1490,219,175,True,False,False,False,RDNIQoO2R4EI_crEmuCdT0TY7ZmR8vs16iopNN4Go-cBYW0Oj-NGeTDhlMRW79_ysSpjsGuJRFaPMA
61279367-76f2-34fe-aa72-386a19a90053,RANKED_SOLO_5x5,CHALLENGER,I,1xBNyCZiavc0O68yHSq4evTw6W9s86DvH9_mBgYJTh9GVQ,LOUD Ceos,1484,182,140,True,False,False,True,dVXe7ReaLu_h2wKxpCd49fAuBP_CgkYMNi20rS7Ft4Gj-2_o8Zys8kAbXN7DFz_KneQx9jEbeo_VqA
61279367-76f2-34fe-aa72-386a19a90053,RANKED_SOLO_5x5,CHALLENGER,I,lCBwFrRXWS-iNlmpJCm_mt2vHFCTfANZt6qmorZqgsKMRsbXjn-EJIBdkA,sigma bean,1472,184,137,True,False,False,False,7odYLbcBkdxF3puQgE8DJZ7z9Aoo1JMv2yflMP1MJx1SFVy6r160ll5n6-qSiDOQHy5O0me1YU4gbQ
61279367-76f2-34fe-aa72-386a19a90053,RANKED_SOLO_5x5,CHALLENGER,I,x3XoyEnt39NZ6Lk3RhSoArdxD52FuZHqznBpRWMCIx0M,Grevthar,1453,258,224,False,False,False,False,BDeLiLt-2fM41qPt4Hc0TYelFOoJyoGMIKPCAwm1B0bKMZAC37tXDZxTozaba9xsD4X7dW0Z37Bp-Q
61279367-76f2-34fe-aa72-386a19a90053,RANKED_SOLO_5x5,CHALLENGER,I,OJDYM5XAyXJ6PCFyFZOlVfimfgfRjmJ7_-wXu-I_UbAa5g,is me bro,1438,313,273,True,False,False,False,wFkeLpnq7vX1sSMi3SHmI4yRj2EKagLoKC2gvnukwSPWBPYCidHCPl7Krz7E1Hd9VHTebLRL7_NUoA
61279367-76f2-34fe-aa72-386a19a90053,RANKED_SOLO_5x5,CHALLENGER,I,l5jK7akJ5clZfIkfcS6ctG7uE6F0RzcnnqYQuWUL7q0u,tatu top1,1415,222,188,True,False,False,False,sTS58_Qze6QIC6CNSGXZNLAoA8gxeOzUboENp4oQHKCW7aAV8tW65mhSizve0_ctaCUeVjsRwvMvig
61279367-76f2-34fe-aa72-386a19a90053,RANKED_SOLO_5x5,CHALLENGER,I,OT_cppfDhuX7llmixoS5boREtJQy8QvdBnq6hUAFwK1RIRi7IXwOeYiQmg,fengxian,1410,169,126,True,False,False,False,wnA6-8mfvRwt80_gAD-XrSxcQjaOGNEu9uazRvyw_foK7ryG-cO2XLFxUFzUHFnmzlRQ7nddOyDRdw
61279367-76f2-34fe-aa72-386a19a90053,RANKED_SOLO_5x5,CHALLENGER,I,VXFsGiuEL36v8gZi7fMiYDo38WNcIRD477v8GPBnL_4sM_g,LBR Drakehero,1397,418,375,True,False,False,False,T2Us_G-5Wh9-sBcE4k5XQrGwfo3SGVhs1tkqzfRaj1yjnn4My29hI7wTdGRHRVaohh6KdPUhHjRBRQ
61279367-76f2-34fe-aa72-386a19a90053,RANKED_SOLO_5x5,CHALLENGER,I,ETTjPk6p-djbrF6YI846bpGnrV6TFX36UnlH__bG8ojr27mQd12Oc64T9Q,Couto BOBMARLEY,1382,160,116,True,False,False,False,Hfrv1qAZFl5BE6dmatxvRvU3kBEPjCZC0DEM93ZL9Kl28vMOPd-5YBV4q_ly6UHvMQYTZIgXjp3zYw
61279367-76f2-34fe-aa72-386a19a90053,RANKED_SOLO_5x5,CHALLENGER,I,gl74K4LDbKp6x70WdMGxmZwam7bld4P5XigNjlrA1P_VPmL-2v803za1DQ,jkkjki,1364,441,400,True,False,False,False,lrmWKIM5hTMK71WWdyfxCUfIeG3lUSGNbMSjEOlClLHO8ChujvhPsmT6iNwY3Z5f-YwIKsk4cg1Blw
61279367-76f2-34fe-aa72-386a19a90053,RANKED_SOLO_5x5,CHALLENGER,I,O5M_Q6J7S9EfMy6jFt43sThpUpUNwIAU7Hwj4yLqHC-BMg,ninjakiwi123,1364,222,181,True,False,False,False,XnOpbFVWhmkPRSJqmb-J9i5k19w9PEZ1oTedXs6mVEEj732JapEaIxhEkaPLOHaR-NldSbPn0BCnNQ
61279367-76f2-34fe-aa72-386a19a90053,RANKED_SOLO_5x5,CHALLENGER,I,GTO-an_5qNO-Rynm7jLtVWJsOPgxY_AaOigdQsBgawnH,breathe ayel,1363,493,458,False,False,False,False,snEdjlGcoCqQqAHpI7zYvA213seoP2bcLrpACuEH1kNl0dDSboN_VmYoimhn2H3hS69oVczlS7rCDQ
61279367-76f2-34fe-aa72-386a19a90053,RANKED_SOLO_5x5,CHALLENGER,I,4P8Ulq6y0rdEsjRY7eZafSzIzLmLXFS2tORdofJOG9sDRg,xooos,1363,192,154,True,False,False,False,AUs17whTpiALfEeVWyG8v5nZdr55XOlonhSFAylALTEeD28-862HH2NQJTgW1OT36J1kW2UAKrEv0Q
61279367-76f2-34fe-aa72-386a19a90053,RANKED_SOLO_5x5,CHALLENGER,I,726h5Tz4sXgx9zHPThScz_7usN2C9SYycdJeRSKoSxDWSQ,ZEN sant,1360,297,255,True,False,False,False,nPXifh8kos-6Rx1x8Dt51xU8q7uaLTrCs33Kzn5vJS0Tp8B-0qn6JQS_zZVJXcea6B4Eysaei8aa3w
61279367-76f2-34fe-aa72-386a19a90053,RANKED_SOLO_5x5,CHALLENGER,I,vzg3Kd2-J4dhpJg-PBwWais0wj9fq5EGtTgUSkg_AHkPqg,thominhas,1360,290,249,True,False,False,False,5fo73Ts6qL2Zoq1KuPSveGstcDcqled9PfitxqN0_E-PSC59jZlPFJ3_3lSQW4f12V67N67MJss27w
61279367-76f2-34fe-aa72-386a19a90053,RANKED_SOLO_5x5,CHALLENGER,I,CIHrFpiJl5GztEaVBACXepbBy7EtRf4E3BDSE8833jhr,Arthur Lanches,1360,155,119,True,False,False,True,PIU7vmph_ml92a5yopymA0z6fb-VNpV-yzAvvPxE1I6FMYf1U4U4dNhAn72P7bclzGABWCCDtFM1QQ
61279367-76f2-34fe-aa72-386a19a90053,RANKED_SOLO_5x5,CHALLENGER,I,CofQ-1ZxnnVCoRPs8H1omVICiCimStPtw1i2Eq2vlf6G5w,kStars Telas,1348,258,217,True,False,False,True,a5PNnR-pgNYFBxa1GdJi_9vH9qXMsmo9tFJGzmniHkubK4R1OdwzbxKnh9XVQJNtoaiB8z5K8fkLmQ
61279367-76f2-34fe-aa72-386a19a90053,RANKED_SOLO_5x5,CHALLENGER,I,FvABZe00_up9QeFCSeCiaVQ7lpngXlW3aGAZ47iPgt1Dv3w-kojtEuwttA,sim sim,1348,184,153,True,False,False,False,WSZ-OgfBCam5Gz2shpAljF9SZ0Kh2bA3J41-mULdS0J5JxLS5zSLuBuhVdj1hoe1sIGWiVKf93gWHg
61279367-76f2-34fe-aa72-386a19a90053,RANKED_SOLO_5x5,CHALLENGER,I,ZsSb-y-kRyXH3uGsERN1mqzhw8hrod6UB0XjT-D6qn1i1_rjXOSZ99kuDQ,gtandstd,1338,131,89,False,False,False,False,79Kd4FgZvxWD80EqUu96rc5Ay7KQ2AjKqmBo56g4RnrfWPenCQL63NA7cZviqVwRaip97iLDaHtI_g
61279367-76f2-34fe-aa72-386a19a90053,RANKED_SOLO_5x5,CHALLENGER,I,hr8Sgu4BBPOGaye0qwywBZ_SJMnv3NVRp1JfORggn2OCjNI,EDG Leave7,1333,69,31,False,False,False,True,YC_CN0mN3ZR9gJdKlrxlk1I0OQbk3MzR32V98UWEe6GISqzIYRoLltpRm0prIG5RrfH1ZWbvQk6tEw
61279367-76f2-34fe-aa72-386a19a90053,RANKED_SOLO_5x5,CHALLENGER,I,kNCDmaVhJChGGKvIEG411KZfPWtLcDO1M8KJxmLG3R1xkA,ThayT,1330,116,83,False,False,False,False,7t5RZulXv4SR7JHW3w5ZGU-qxSmpWqN6b5P7N9n4VLhKX0mO8yVOQ6wu5j_MdTw8A0TAf36FxMVqhA
61279367-76f2-34fe-aa72-386a19a90053,RANKED_SOLO_5x5,CHALLENGER,I,tnDnQiEJMj-54CaPih3Pbs3hFXfTCqdYj1h3UQCY0eF_JQ,KJ Allen,1323,174,143,True,False,False,False,GVDLhomVbodDDPkg45h6NfEe4oa0TqSKyZC5ol_0Y1jFdCcwv-RE-oTT97xguPH1VA1ekQYOM6yQ-A
61279367-76f2-34fe-aa72-386a19a90053,RANKED_SOLO_5x5,CHALLENGER,I,Q0SeVXB7LJugpe3n4AgLDyo1tavzn5WJ_OE7eqfDJfPtqQ,Kyrië,1306,170,135,True,False,False,False,q9sJBdUukXUXAiLRLS2i6KODDUYhJmGO7ZjlLLhShm4O0Y8C-DDElbsRFg2ll1QxkvwYgaTppqkLmg
61279367-76f2-34fe-aa72-386a19a90053,RANKED_SOLO_5x5,CHALLENGER,I,igy0Q6_kQ6ZSZcJD_VEHfZ6lPrLCVZcLra6KauUMR0c5pr4,Not Dreaming,1300,194,161,True,False,False,False,_DXnK9ZAFk5pbidUzzFZqc9BslhnytRs0izXTwcVFP0y57WGbKVZL20n1WZBB-sXzbGy234lIr8RtA
61279367-76f2-34fe-aa72-386a19a90053,RANKED_SOLO_5x5,CHALLENGER,I,VEG-r0bE-8ngDPQXBt7aOSZuR84cyu1-ooANk3qYFeGDgPE,Nag7,1298,126,97,False,False,False,False,9YPnlIjzwJn30ZS-Ut6bJ3ntGJSaMt2kKpaRboVGtfmo1kZ77NA-CR1qhiIVd4TxlhX0IcPjLp2FQg
61279367-76f2-34fe-aa72-386a19a90053,RANKED_SOLO_5x5,CHALLENGER,I,7HdSqWhJT-mXFz6zBVYUey7SG_5LGT9JJAwoqsFV6c27VaHExNHRt4VF_g,j0hn w1ck,1295,151,117,True,False,False,False,UBFgkJjvXsjyOKJBAddl2HM4IwXTKKbuHiunMG4xKnurizZQNej8kmPETydOeluKjfCmsggtUJILZA
61279367-76f2-34fe-aa72-386a19a90053,RANKED_SOLO_5x5,CHALLENGER,I,tpTJFLd5FzDFnBawGVfVJAEzOhIQYBJ1jiNTbBwoVWeehw,ShaQuinn1,1291,73,34,False,False,False,True,k3mCdl5LtZtugTQo4HKyWkdDSsiAYcOWQeHD9eysTWVxbl8DMwS41NACsb_Mu1xm9uGHry2L8Kcnwg
61279367-76f2-34fe-aa72-386a19a90053,RANKED_SOLO_5x5,CHALLENGER,I,QTRCj46hVQACRu0mz15jeVcGR2suez5-76YQvY4Ats6_tM4,qw8try78wqfas,1284,191,160,True,False,False,False,l1RhGOTjNFhEW_ZXo8hnjMsff3Y4qgKdmQwtM2siDF1YLFRXXsTEOqwU6tAv9gmnRXPnHFTlALMScA
61279367-76f2-34fe-aa72-386a19a90053,RANKED_SOLO_5x5,CHALLENGER,I,vWuUNoiDOBcvB042WFeZmrUs3K7CUkzi72IY-mhRDc_iIA,QUINDINHO,1283,219,189,False,False,False,False,Teqb2-xJQLs2c6PEGDvMIFfovAyA_T9q_dHL6n1NU1UWP0ZwgzDY8_aJS3hBUSTyoUKTUaYjMLhQNw
61279367-76f2-34fe-aa72-386a19a90053,RANKED_SOLO_5x5,CHALLENGER,I,Jjayx6m_ezBT9lK8IZzLjNMXAFAMBl8ZXcVh97vuwRKu5Kv37jOcBA_ZBg,Erisipela,1283,162,135,False,False,False,False,lkzfYqVOVP-AsNM_QICtZCDs3cj8LLgauIggItbOjPKPJ0CsHjInCvsyzFzoo2Ssf3hGVcJNUGDFWw
61279367-76f2-34fe-aa72-386a19a90053,RANKED_SOLO_5x5,CHALLENGER,I,D3Bozb2t54ix5zTv3qqRSCYaJ_R6D6IRj5En-UOgmdIS,SALAH 11,1279,150,117,True,False,False,True,Mm78IO1gTAG3-Ax6kNsPP4Qn_yBi--_GYk5okrHske2FBw8PubBvMcQRRT4w968-E2QFZrJSqS1E4A
61279367-76f2-34fe-aa72-386a19a90053,RANKED_SOLO_5x5,CHALLENGER,I,HJBm5hzAH5LuXfEWXtPx9Y7S5FkypXht9u69qgBbL3wCgo0,muja,1274,120,82,False,False,False,False,nYfSIov0EIt05XeTh3Y9iBENp67j1S_Xe_7HOqKFBzDEQ3HldD5AOuBHWembD7kBfCn_JgM3hyvoFA
61279367-76f2-34fe-aa72-386a19a90053,RANKED_SOLO_5x5,CHALLENGER,I,pyXgK0efD5qx4jc1CWyyRe-3KjPTF4A7zPvS1NPBii6TuQ,no one knows us,1272,217,182,True,False,False,False,QJhuDYcJeTRa6jZfGpN628_XNe37SW-jQYoAsF-1BGLDQGHvik6oUpDAKNkj0uk-KFRKQP0gMaZhJg
61279367-76f2-34fe-aa72-386a19a90053,RANKED_SOLO_5x5,CHALLENGER,I,HdfgkqY_VZzw9rsbepz-g5-7x6IpLqjl4H4GxcFGZ342wRw,Little Mandiocaa,1268,204,177,False,False,False,True,S3724LETLRIp3akMTon5-GNyzATbocuSoQexBha3PVXIGhEt0__howFtpo5KSEBEc9JwVbnPwXdYbA
61279367-76f2-34fe-aa72-386a19a90053,RANKED_SOLO_5x5,CHALLENGER,I,r19EgJ1HitVwKwrhg5YKesNEjXUbbuXCTnlRIG7swavkAA,polo capalot,1267,240,210,True,False,False,False,xVN1GGcgeNeG6E3UkY6juyZXUAErHx3SXUmJoNVWLmbJlfpRnuziCb6S3FkCSK59GyVytCyExxTaxg
61279367-76f2-34fe-aa72-386a19a90053,RANKED_SOLO_5x5,CHALLENGER,I,7V7BLnPoRVs1X4Q9MmjR28jkQ8xAY3AokHuZkC1Laj4fqg,FUR jg2,1267,230,196,True,False,False,False,FyeQlFN-jSF5l3aWkbubeJwta6DvpXxoS4uKgXKs185bZ8Wkil_JXgncUqC0rsZB0TXUgAyiWLS7Ow
61279367-76f2-34fe-aa72-386a19a90053,RANKED_SOLO_5x5,CHALLENGER,I,P8QRCKaJgikMF-1b7B3UceP6M4M-vMrVdHZtVYHDT2b1,azek,1261,160,129,True,False,False,False,JMfSgmv0F7AFCwzutjpcFVI8QOZwowex5dHARob7uTlu0LtauM_GNhw00i9IBckoheyBkm3gotPRvg
61279367-76f2-34fe-aa72-386a19a90053,RANKED_SOLO_5x5,CHALLENGER,I,me9c99gHbjxz0Hxa_7ZmRcuPodtlUZ5vPJ8vOttppmFW,Hauz,1255,154,120,True,False,False,False,v7OVdE6kI3VHbav44SDWRHZvGOApob8ZpuIUaFjCjmRbLgImUms-5a_NFtG3RFjvRCedX27VKXvFIQ
61279367-76f2-34fe-aa72-386a19a90053,RANKED_SOLO_5x5,CHALLENGER,I,jm5MFuvoX12LDqlfOGqMiZUSv4k3cUjQ4Prg104FWR43Mg,LEWANDOWSKI 9,1251,95,54,False,False,False,False,eGjbfQYGCabOgRs2uIQUsEyrprj9n-dm_VtJC8HoGPQKhivh7F95RPJRlW2PBWSp8QUbnPr7j8vI5A
61279367-76f2-34fe-aa72-386a19a90053,RANKED_SOLO_5x5,CHALLENGER,I,nYr9GO5jwsN23zhWZ87LrDXLP_FL_vVMq0hhrwO5wlj5vpqvnLsShcHHWQ,12313213,1250,120,89,True,False,False,True,4Z2xn6ubWSbXmFOowKNdqQ5jD3LYZYEDPz0VY84507BTZhFdI7rqek_1JPfQ1DXC903jaOMXRFnD3w
61279367-76f2-34fe-aa72-386a19a90053,RANKED_SOLO_5x5,CHALLENGER,I,dpCMH_m2L8wNB8PGMz_hTfEtrShTa51YVt8RadIFb0VWiA,procurando nami,1249,349,320,True,False,False,False,C1T8LWfkXVo2uU8jXuddbtrf7Cq7NS0moDEb9WtFa8xLK-kmRaOk7GcEVGocwYzrACAHiTrv35X2lw
61279367-76f2-34fe-aa72-386a19a90053,RANKED_SOLO_5x5,CHALLENGER,I,t-G8lEZQI5NVnf6b6mDBpIpCHeO8gPE-UsWHGM36yVRKrA,RainsOfCastamere,1245,132,99,False,False,False,False,kME0VdKpFKxRfMiNrodRMR7ol6iOhS7UR100hhJNh1w5aAz85qFVcjGT5onHCt-hS5RZzdy8AZDZGg
61279367-76f2-34fe-aa72-386a19a90053,RANKED_SOLO_5x5,CHALLENGER,I,elYSOG5LOOd32mWYWmAPWfNXI4b7rUEIsUYE2-xu1fZTDyoWnlD4T_y_RA,quebrarank1,1243,270,245,False,False,False,False,bPPOCY-AnRlxFVtkSMYfmhbOLotTg7yW5JVAp2nMu03CkRHQEViBHn4RL7rsIsXHBKrMsq9vvnazdw
61279367-76f2-34fe-aa72-386a19a90053,RANKED_SOLO_5x5,CHALLENGER,I,xogphONm60644_UGSHa153i9MjuFt1WZrZ5-oQKVWL8FCQ,RedBert,1243,94,57,False,False,False,False,iZLPtegON-m95yHHXfsT9n6uQxuS4besQUTdeiSRrNyEmicmzJmDUICnoyNPnXpHt5MRzNLJoVObAw
61279367-76f2-34fe-aa72-386a19a90053,RANKED_SOLO_5x5,CHALLENGER,I,6qH0SBaA9msUnNE6ouvUqwwnhjDDio-34LC9vLFGpO-_SMA,KING GUTHRUM,1239,360,331,True,False,False,False,2eyDspE_MuPHEerDCKrezI8cz2gzjhEj4HRH6fWLZQuRGx62MRn2OnZiBZWSh_LKNlZRmUP6Ky685Q
61279367-76f2-34fe-aa72-386a19a90053,RANKED_SOLO_5x5,CHALLENGER,I,jVjjJOTOwYQnUIre1vMGD5GuuzLvFiyzo1jashKcWnmlgg,TRI Eyer,1234,322,280,False,False,False,False,GMiqnH79YZqkG8p3aewFB357TlsmcPCw9ygNRbflNZJc8HN-m_D91Z4SeQQ3V46SimQmGUYcXa4ITQ
61279367-76f2-34fe-aa72-386a19a90053,RANKED_SOLO_5x5,CHALLENGER,I,UklesMpy30fAys9zUMJeXc_RpvWp-atr48DLTDFhMgjHsxCswgvEDuqIkQ,ssywfnkhl,1233,165,147,True,False,False,False,sWc3mlVXQKIcik19fIUuw0X_Q6UpCNatUcRWaAtJfPRbKW6zqR8egyWvbqYOm2k3blqrYMVYlZ8ViA
61279367-76f2-34fe-aa72-386a19a90053,RANKED_SOLO_5x5,CHALLENGER,I,ccdXZJ8wiuOQTJdjiU06YuvIXYenrnTy-YocRU2teUhyCw,LNG Hang,1232,176,145,False,False,True,True,Hs-nLImUgq0qvf4qty_j7B-L4TC_M30ckRASYtY3Xm0HmdpKNlbVDNu9in72OumydwIPlL4gm1pFrg
61279367-76f2-34fe-aa72-386a19a90053,RANKED_SOLO_5x5,CHALLENGER,I,WpiEnYM82qKfFL-o_eo-_CJhRlW_oY8y-qYUAihrJL54-M-8P7i76PAOfQ,paiN Damage1,1231,157,118,True,False,False,False,nBNpeMZ_7GcbCxHH1d5IASLzuB8sEfRq3kr0SIFLzuNM_Eik9Wa37xkBdy6-QWigNBkYRSED3yX9HQ
61279367-76f2-34fe-aa72-386a19a90053,RANKED_SOLO_5x5,CHALLENGER,I,1Yg9sH1hvoeB-8wOoObM0YzG2LTnZb0Zw6_pbYSBfMCBqnOlhVSoO8XlVQ,Echte Liebe,1230,122,76,False,False,False,True,OK5R2Swanfqkc0IQkqKpz33VfHr5IsosXd4BfREgTy1kFTgPpSSmRxJarhP6g8vGF-GHgVvshzlF3w
61279367-76f2-34fe-aa72-386a19a90053,RANKED_SOLO_5x5,CHALLENGER,I,CS9Nyth4G7oeEMZTNpX9t6H93K2OxbPCHPjfCXbFdtU3fkxTdA6WF3LOLg,FA Uxz,1216,344,311,False,False,False,False,leJx5A7HCQBrg66QJhurz_kr5VoZssTYsE2LUtQwRon2Q7kd45SEgy0yJWFRITVWIAi8HrC8POXIrQ
61279367-76f2-34fe-aa72-386a19a90053,RANKED_SOLO_5x5,CHALLENGER,I,cxmM1SvB1CHL53E80J7RkLjH-v7_q7IvvVlrjpWfCJHG8pY,isoooooooooooo,1208,394,356,False,False,False,False,HAmZbUfPayGf1hu1oCUsAZCLV_6Ouo26v-WoSdwi-Lx0YHqVSxwS19jVu3lbTZmuumkQqjFz7ykanw
61279367-76f2-34fe-aa72-386a19a90053,RANKED_SOLO_5x5,CHALLENGER,I,8GpxMWmh_Ah3VbjQ-U5mYu-3-nmmwCLx6vQsYyZqrj6q,TOURO REPRODÜTOR,1208,125,86,False,False,False,False,m4WVzPZbdPslNhXNUFZmTV6tpntOozyke-dtefAp5Re6-9Jx-K_f6RhqtWy2NM69oYOLmN51bJSbgQ
61279367-76f2-34fe-aa72-386a19a90053,RANKED_SOLO_5x5,CHALLENGER,I,vIHdqMdRYnvnaepdvjlRc4CdVVn_Pw5mnQ5txqIosgtL3Js4JTgm5HWGcA,LRK30,1207,337,296,True,False,False,False,9MAOGk7cKqYfsgMwAxvEgbL98PPf4X6X243Nzg-gffS3f8B0n2G1UczFREKmw8qfjyTKD-z8M4dA3g
61279367-76f2-34fe-aa72-386a19a90053,RANKED_SOLO_5x5,CHALLENGER,I,hm8TOa2ik30LDQyxFMFWV7Oc_P2TdzMYvSn02wYwHF9_Bua14xkvGWlYVQ,PEANUT77,1205,110,69,False,False,False,False,cwW-gsQh8UXQ7GN6NOEbjSGRLegCcqFm1kZXlJYlCkSKDACig99W8N5n_80d-TQE5O3wjJXVaqdYkA
61279367-76f2-34fe-aa72-386a19a90053,RANKED_SOLO_5x5,CHALLENGER,I,VY0COMSiS7ZkXtSzg-TKcwx6ccJSFVTmXfxeRP_NVBQE,micaO 2023,1200,218,187,True,False,False,False,uadJlhrBmcpC1mxm7YogR6WZ_XnQOCRtSn7Gh6DzF3G7lgppuu0yUaKYOzE9qcGZWecCA5tLzVBoyg
